date,time,global_active_power,temperature,time_of_day,occupancy,occupancy_confidence,ac_on,ac_eco,lamp_on,tv_on
09/01/2024,11:40:00,0.52,33,0.0,0,0.85,1,1,0,0
09/01/2024,11:50:00,0.01,33,0.0,0,0.89,0,0,0,0
09/01/2024,12:00:00,0.904,32,0.0,0,0.89,1,0,0,0
09/01/2024,12:10:00,0.023,32,0.0,0,0.94,0,0,0,0
09/01/2024,12:20:00,0.88,32,0.0,1,1.0,1,0,0,0
09/01/2024,12:30:00,0.015,32,0.0,0,0.98,0,0,0,0
09/01/2024,12:40:00,0.01,33,0.0,0,0.8,0,0,0,0
09/01/2024,12:50:00,0.034,35,0.0,0,0.92,0,0,0,0
09/01/2024,13:00:00,0.015,31,0.0,0,0.95,0,0,0,0
09/01/2024,13:10:00,0.818,30,0.0,1,0.94,1,0,0,1
09/01/2024,13:20:00,0.032,32,0.0,0,0.86,0,0,0,0
09/01/2024,13:30:00,0.91,36,0.0,1,1.0,1,0,0,0
09/01/2024,13:40:00,0.012,30,0.0,0,0.81,0,0,0,0
09/01/2024,13:50:00,0.023,34,0.0,0,0.82,0,0,0,0
09/01/2024,14:00:00,0.901,34,0.0,1,0.92,1,0,0,0
09/01/2024,14:10:00,0.932,31,0.0,0,1.0,1,0,0,0
09/01/2024,14:20:00,0.019,32,0.0,1,0.84,0,0,0,0
09/01/2024,14:30:00,1.02,34,0.0,1,0.88,1,0,0,1
09/01/2024,14:40:00,0.01,30,0.0,0,0.98,0,0,0,0
09/01/2024,14:50:00,0.01,31,0.0,0,0.9,0,0,0,0
09/01/2024,15:00:00,0.715,30,0.0,0,0.88,1,0,0,0
09/01/2024,15:10:00,0.01,29,0.0,0,0.94,0,0,0,0
09/01/2024,15:20:00,0.515,30,0.0,0,0.92,1,1,0,0
09/01/2024,15:30:00,0.01,29,0.0,0,0.97,0,0,0,0
09/01/2024,15:40:00,0.542,30,0.0,1,0.99,1,1,1,0
09/01/2024,15:50:00,0.495,29,0.0,1,0.92,1,1,0,0
09/01/2024,16:00:00,0.017,30,0.0,0,0.92,0,0,0,0
09/01/2024,16:10:00,0.01,28,0.0,0,0.91,0,0,0,0
09/01/2024,16:20:00,0.017,30,0.0,0,0.93,0,0,0,0
09/01/2024,16:30:00,0.01,31,0.0,0,0.9,0,0,0,0
09/01/2024,16:40:00,0.034,26,0.0,0,0.9,0,0,0,0
09/01/2024,16:50:00,0.551,30,0.0,1,0.98,1,1,1,0
09/01/2024,17:00:00,0.524,31,0.0,1,1.0,1,1,0,0
09/01/2024,17:10:00,0.01,27,0.0,0,0.79,0,0,0,0
09/01/2024,17:20:00,0.924,31,0.0,0,0.9,1,0,0,0
09/01/2024,17:30:00,0.01,29,0.0,0,0.85,0,0,0,0
09/01/2024,17:40:00,0.709,27,0.0,1,0.88,1,0,0,0
09/01/2024,17:50:00,0.703,28,0.0,0,0.93,1,0,0,0
09/01/2024,18:00:00,0.898,29,1.0,1,0.95,1,0,1,1
09/01/2024,18:10:00,0.852,28,1.0,1,0.89,1,0,1,1
09/01/2024,18:20:00,0.081,28,1.0,0,0.77,0,0,1,0
09/01/2024,18:30:00,0.149,26,1.0,1,0.83,0,0,1,1
09/01/2024,18:40:00,0.561,28,1.0,1,0.96,1,1,1,0
09/01/2024,18:50:00,0.861,25,1.0,1,0.71,1,0,1,1
09/01/2024,19:00:00,0.054,27,1.0,1,0.98,0,0,1,0
09/01/2024,19:10:00,0.01,25,1.0,0,0.94,0,0,0,0
09/01/2024,19:20:00,0.158,26,1.0,1,0.99,0,0,1,1
09/01/2024,19:30:00,0.131,28,1.0,1,0.89,0,0,0,1
09/01/2024,19:40:00,0.744,28,1.0,1,0.76,1,0,1,0
09/01/2024,19:50:00,0.139,27,1.0,1,0.93,0,0,0,1
09/01/2024,20:00:00,0.155,24,1.0,1,0.99,0,0,1,1
09/01/2024,20:10:00,0.177,25,1.0,1,0.96,0,0,1,1
09/01/2024,20:20:00,0.643,28,1.0,1,0.85,1,1,0,1
09/01/2024,20:30:00,0.168,26,1.0,1,0.91,0,0,1,1
09/01/2024,20:40:00,0.01,29,1.0,0,0.86,0,0,0,0
09/01/2024,20:50:00,0.196,26,1.0,1,0.84,0,0,1,1
09/01/2024,21:00:00,0.177,25,1.0,1,0.97,0,0,1,1
09/01/2024,21:10:00,0.159,25,1.0,1,0.82,0,0,1,1
09/01/2024,21:20:00,0.177,25,1.0,1,0.84,0,0,1,1
09/01/2024,21:30:00,0.01,25,1.0,1,0.82,0,0,0,0
09/01/2024,21:40:00,0.068,26,1.0,0,0.8,0,0,1,0
09/01/2024,21:50:00,0.902,26,1.0,1,0.91,1,0,1,1
09/01/2024,22:00:00,0.022,23,1.0,0,0.98,0,0,0,0
09/01/2024,22:10:00,0.01,22,1.0,1,0.89,0,0,0,0
09/01/2024,22:20:00,0.02,22,1.0,1,0.79,0,0,1,0
09/01/2024,22:30:00,0.89,25,1.0,1,0.96,1,0,1,1
09/01/2024,22:40:00,0.048,23,1.0,1,1.0,0,0,1,0
09/01/2024,22:50:00,0.864,22,1.0,1,0.85,1,0,1,1
09/01/2024,23:00:00,0.027,25,1.0,0,0.87,0,0,0,0
09/01/2024,23:10:00,0.821,28,1.0,1,0.94,1,0,0,1
09/01/2024,23:20:00,0.021,24,1.0,0,1.0,0,0,0,0
09/01/2024,23:30:00,0.75,25,1.0,1,0.86,1,0,1,0
09/01/2024,23:40:00,0.174,24,1.0,1,0.81,0,0,1,1
09/01/2024,23:50:00,0.774,24,1.0,1,0.94,1,0,1,0
10/01/2024,00:00:00,0.163,25,1.0,1,0.96,0,0,1,1
10/01/2024,00:10:00,0.01,24,1.0,0,0.9,0,0,0,0
10/01/2024,00:20:00,0.747,24,1.0,1,0.86,1,0,1,0
10/01/2024,00:30:00,0.032,25,1.0,1,0.97,0,0,1,0
10/01/2024,00:40:00,0.884,23,1.0,1,0.94,1,0,1,1
10/01/2024,00:50:00,0.062,26,1.0,1,0.85,0,0,1,0
10/01/2024,01:00:00,0.05,24,1.0,1,0.55,0,0,1,0
10/01/2024,01:10:00,0.156,23,1.0,1,0.46,0,0,1,1
10/01/2024,01:20:00,0.129,25,1.0,1,0.6,0,0,1,1
10/01/2024,01:30:00,0.157,23,1.0,1,0.53,0,0,1,1
10/01/2024,01:40:00,0.747,24,1.0,1,0.52,1,0,1,0
10/01/2024,01:50:00,0.142,24,1.0,1,0.55,0,0,1,1
10/01/2024,02:00:00,0.207,26,1.0,1,0.55,0,0,1,1
10/01/2024,02:10:00,0.016,25,1.0,0,0.61,0,0,0,0
10/01/2024,02:20:00,0.878,25,1.0,1,0.59,1,0,1,1
10/01/2024,02:30:00,0.048,26,1.0,1,0.54,0,0,1,0
10/01/2024,02:40:00,0.761,27,1.0,1,0.6,1,0,1,0
10/01/2024,02:50:00,0.165,26,1.0,1,0.58,0,0,1,1
10/01/2024,03:00:00,0.168,25,1.0,1,0.52,0,0,1,1
10/01/2024,03:10:00,0.191,23,1.0,1,0.54,0,0,1,1
10/01/2024,03:20:00,0.766,24,1.0,1,0.54,1,0,1,0
10/01/2024,03:30:00,0.05,25,1.0,0,0.59,0,0,1,0
10/01/2024,03:40:00,0.08,25,1.0,0,0.52,0,0,1,0
10/01/2024,03:50:00,0.01,26,1.0,0,0.52,0,0,0,0
10/01/2024,04:00:00,0.01,26,1.0,0,0.69,0,0,0,0
10/01/2024,04:10:00,0.132,27,1.0,0,0.62,0,0,0,1
10/01/2024,04:20:00,0.055,26,1.0,1,0.5,0,0,1,0
10/01/2024,04:30:00,0.112,27,1.0,0,0.59,0,0,0,1
10/01/2024,04:40:00,0.877,27,1.0,1,0.56,1,0,1,1
10/01/2024,04:50:00,0.042,24,1.0,0,0.58,0,0,0,0
10/01/2024,05:00:00,0.144,26,1.0,0,0.56,0,0,0,1
10/01/2024,05:10:00,0.14,27,1.0,1,0.63,0,0,0,1
10/01/2024,05:20:00,0.877,25,1.0,1,0.57,1,0,1,1
10/01/2024,05:30:00,0.615,28,1.0,1,0.55,1,1,0,1
10/01/2024,05:40:00,0.115,30,1.0,0,0.62,0,0,0,1
10/01/2024,05:50:00,0.172,30,1.0,0,0.57,0,0,1,1
10/01/2024,06:00:00,0.01,28,0.0,0,0.56,0,0,0,0
10/01/2024,06:10:00,0.688,30,0.0,1,0.57,1,0,0,0
10/01/2024,06:20:00,0.01,29,0.0,0,0.54,0,0,0,0
10/01/2024,06:30:00,0.017,28,0.0,0,0.55,0,0,0,0
10/01/2024,06:40:00,0.719,28,0.0,0,0.51,1,0,0,0
10/01/2024,06:50:00,0.01,28,0.0,0,0.5,0,0,0,0
10/01/2024,07:00:00,0.01,28,0.0,0,0.83,0,0,0,0
10/01/2024,07:10:00,0.516,29,0.0,0,0.8,1,1,0,0
10/01/2024,07:20:00,0.01,30,0.0,0,0.84,0,0,0,0
10/01/2024,07:30:00,0.698,30,0.0,0,0.89,1,0,0,0
10/01/2024,07:40:00,0.71,30,0.0,1,0.91,1,0,0,0
10/01/2024,07:50:00,1.016,32,0.0,1,0.88,1,0,0,1
10/01/2024,08:00:00,0.905,31,0.0,0,0.74,1,0,0,0
10/01/2024,08:10:00,0.047,28,0.0,0,1.0,0,0,0,0
10/01/2024,08:20:00,0.01,26,0.0,0,0.98,0,0,0,0
10/01/2024,08:30:00,0.031,32,0.0,1,0.93,0,0,0,0
10/01/2024,08:40:00,0.715,29,0.0,1,1.0,1,0,0,0
10/01/2024,08:50:00,0.01,30,0.0,0,0.83,0,0,0,0
10/01/2024,09:00:00,0.02,29,0.0,0,1.0,0,0,0,0
10/01/2024,09:10:00,0.011,28,0.0,0,0.83,0,0,0,0
10/01/2024,09:20:00,0.028,32,0.0,0,0.92,0,0,0,0
10/01/2024,09:30:00,0.02,32,0.0,0,0.81,0,0,0,0
10/01/2024,09:40:00,0.713,30,0.0,1,0.9,1,0,0,0
10/01/2024,09:50:00,0.01,27,0.0,0,0.93,0,0,0,0
10/01/2024,10:00:00,0.028,31,0.0,0,0.89,0,0,0,0
10/01/2024,10:10:00,0.904,32,0.0,0,0.95,1,0,0,0
10/01/2024,10:20:00,0.01,29,0.0,0,0.91,0,0,0,0
10/01/2024,10:30:00,0.01,32,0.0,0,0.86,0,0,0,0
10/01/2024,10:40:00,0.01,32,0.0,0,0.86,0,0,0,0
10/01/2024,10:50:00,0.022,33,0.0,0,0.96,0,0,0,0
10/01/2024,11:00:00,0.01,32,0.0,0,0.85,0,0,0,0
10/01/2024,11:10:00,0.498,30,0.0,0,0.96,1,1,0,0
10/01/2024,11:20:00,0.01,34,0.0,0,0.99,0,0,0,0
10/01/2024,11:30:00,0.022,32,0.0,0,0.78,0,0,0,0
10/01/2024,11:40:00,0.019,32,0.0,0,0.98,0,0,0,0
10/01/2024,11:50:00,0.012,31,0.0,0,1.0,0,0,0,0
10/01/2024,12:00:00,0.901,31,0.0,1,0.92,1,0,0,0
10/01/2024,12:10:00,0.904,31,0.0,1,0.94,1,0,0,0
10/01/2024,12:20:00,0.908,32,0.0,0,0.97,1,0,0,0
10/01/2024,12:30:00,0.897,35,0.0,0,0.88,1,0,0,0
10/01/2024,12:40:00,0.01,30,0.0,0,0.91,0,0,0,0
10/01/2024,12:50:00,0.01,29,0.0,0,0.81,0,0,0,0
10/01/2024,13:00:00,0.915,34,0.0,1,0.91,1,0,0,0
10/01/2024,13:10:00,0.917,32,0.0,0,0.93,1,0,0,0
10/01/2024,13:20:00,0.927,31,0.0,0,0.94,1,0,0,0
10/01/2024,13:30:00,0.514,33,0.0,0,0.97,1,1,0,0
10/01/2024,13:40:00,0.013,31,0.0,1,0.85,0,0,0,0
10/01/2024,13:50:00,0.01,34,0.0,0,0.86,0,0,0,0
10/01/2024,14:00:00,0.01,32,0.0,0,1.0,0,0,0,0
10/01/2024,14:10:00,0.895,31,0.0,0,0.89,1,0,0,0
10/01/2024,14:20:00,0.01,35,0.0,0,0.91,0,0,0,0
10/01/2024,14:30:00,0.706,30,0.0,0,0.9,1,0,0,0
10/01/2024,14:40:00,0.01,32,0.0,0,0.84,0,0,0,0
10/01/2024,14:50:00,0.019,31,0.0,0,1.0,0,0,0,0
10/01/2024,15:00:00,0.496,33,0.0,1,0.86,1,1,0,0
10/01/2024,15:10:00,0.952,33,0.0,0,0.82,1,0,0,0
10/01/2024,15:20:00,0.01,31,0.0,0,0.87,0,0,0,0
10/01/2024,15:30:00,0.749,29,0.0,1,0.76,1,0,1,0
10/01/2024,15:40:00,0.501,31,0.0,1,0.85,1,1,0,0
10/01/2024,15:50:00,0.022,29,0.0,0,0.83,0,0,0,0
10/01/2024,16:00:00,0.01,33,0.0,0,0.94,0,0,0,0
10/01/2024,16:10:00,0.01,30,0.0,0,0.85,0,0,0,0
10/01/2024,16:20:00,0.482,29,0.0,0,0.96,1,1,0,0
10/01/2024,16:30:00,0.519,30,0.0,1,1.0,1,1,0,0
10/01/2024,16:40:00,0.02,27,0.0,1,0.95,0,0,0,0
10/01/2024,16:50:00,0.015,28,0.0,0,0.88,0,0,0,0
10/01/2024,17:00:00,0.627,31,0.0,1,0.91,1,1,0,1
10/01/2024,17:10:00,0.705,28,0.0,1,0.79,1,0,0,0
10/01/2024,17:20:00,0.022,27,0.0,0,0.89,0,0,0,0
10/01/2024,17:30:00,0.508,29,0.0,1,0.84,1,1,0,0
10/01/2024,17:40:00,0.727,30,0.0,0,0.95,1,0,0,0
10/01/2024,17:50:00,0.709,29,0.0,1,1.0,1,0,0,0
10/01/2024,18:00:00,0.548,29,1.0,1,0.93,1,1,1,0
10/01/2024,18:10:00,0.876,27,1.0,1,0.76,1,0,1,1
10/01/2024,18:20:00,0.151,26,1.0,1,0.87,0,0,0,1
10/01/2024,18:30:00,0.688,30,1.0,1,0.91,1,1,1,1
10/01/2024,18:40:00,0.749,27,1.0,1,0.91,1,0,1,0
10/01/2024,18:50:00,0.164,27,1.0,1,0.85,0,0,1,1
10/01/2024,19:00:00,0.152,29,1.0,1,0.92,0,0,1,1
10/01/2024,19:10:00,0.56,28,1.0,1,0.81,1,1,1,0
10/01/2024,19:20:00,0.683,27,1.0,1,0.83,1,0,0,0
10/01/2024,19:30:00,0.156,30,1.0,1,0.95,0,0,0,1
10/01/2024,19:40:00,0.063,25,1.0,1,0.83,0,0,1,0
10/01/2024,19:50:00,0.739,28,1.0,1,0.94,1,0,1,0
10/01/2024,20:00:00,0.768,26,1.0,1,0.8,1,0,1,0
10/01/2024,20:10:00,0.058,26,1.0,1,1.0,0,0,1,0
10/01/2024,20:20:00,0.717,28,1.0,1,0.85,1,0,0,0
10/01/2024,20:30:00,0.046,26,1.0,1,0.88,0,0,1,0
10/01/2024,20:40:00,0.058,26,1.0,1,0.92,0,0,1,0
10/01/2024,20:50:00,0.01,27,1.0,0,0.86,0,0,0,0
10/01/2024,21:00:00,0.131,25,1.0,0,0.91,0,0,0,1
10/01/2024,21:10:00,0.16,24,1.0,1,0.94,0,0,1,1
10/01/2024,21:20:00,0.866,23,1.0,1,0.97,1,0,1,1
10/01/2024,21:30:00,0.82,22,1.0,1,0.96,1,0,0,1
10/01/2024,21:40:00,0.16,28,1.0,1,0.89,0,0,1,1
10/01/2024,21:50:00,0.029,23,1.0,1,0.89,0,0,0,0
10/01/2024,22:00:00,0.809,24,1.0,1,1.0,1,0,0,1
10/01/2024,22:10:00,0.056,24,1.0,1,0.97,0,0,1,0
10/01/2024,22:20:00,0.033,25,1.0,1,0.84,0,0,1,0
10/01/2024,22:30:00,0.19,26,1.0,1,0.91,0,0,1,1
10/01/2024,22:40:00,0.136,26,1.0,1,0.88,0,0,0,1
10/01/2024,22:50:00,0.149,23,1.0,1,0.89,0,0,1,1
10/01/2024,23:00:00,0.835,24,1.0,1,0.81,1,0,0,1
10/01/2024,23:10:00,0.16,25,1.0,1,0.87,0,0,1,1
10/01/2024,23:20:00,0.133,24,1.0,1,1.0,0,0,0,1
10/01/2024,23:30:00,0.73,26,1.0,1,0.94,1,0,1,0
10/01/2024,23:40:00,0.188,25,1.0,1,0.73,0,0,1,1
10/01/2024,23:50:00,0.14,25,1.0,1,0.99,0,0,1,1
11/01/2024,00:00:00,0.858,25,1.0,1,0.98,1,0,1,1
11/01/2024,00:10:00,0.734,26,1.0,1,0.87,1,0,1,0
11/01/2024,00:20:00,0.016,24,1.0,0,0.95,0,0,0,0
11/01/2024,00:30:00,0.163,22,1.0,1,0.84,0,0,1,1
11/01/2024,00:40:00,0.167,25,1.0,1,0.87,0,0,1,1
11/01/2024,00:50:00,0.04,23,1.0,1,1.0,0,0,1,0
11/01/2024,01:00:00,0.01,23,1.0,0,0.53,0,0,0,0
11/01/2024,01:10:00,0.127,25,1.0,1,0.42,0,0,0,1
11/01/2024,01:20:00,0.15,26,1.0,0,0.55,0,0,1,1
11/01/2024,01:30:00,0.143,24,1.0,1,0.54,0,0,1,1
11/01/2024,01:40:00,0.719,25,1.0,1,0.63,1,0,0,0
11/01/2024,01:50:00,0.031,27,1.0,0,0.55,0,0,1,0
11/01/2024,02:00:00,0.152,25,1.0,1,0.52,0,0,0,1
11/01/2024,02:10:00,0.851,29,1.0,1,0.62,1,0,0,1
11/01/2024,02:20:00,0.063,26,1.0,1,0.56,0,0,1,0
11/01/2024,02:30:00,0.153,22,1.0,1,0.5,0,0,1,1
11/01/2024,02:40:00,0.082,26,1.0,1,0.63,0,0,1,0
11/01/2024,02:50:00,0.015,26,1.0,0,0.56,0,0,1,0
11/01/2024,03:00:00,0.697,27,1.0,0,0.55,1,0,0,0
11/01/2024,03:10:00,0.182,26,1.0,1,0.56,0,0,1,1
11/01/2024,03:20:00,0.141,25,1.0,0,0.48,0,0,0,1
11/01/2024,03:30:00,0.859,24,1.0,1,0.51,1,0,1,1
11/01/2024,03:40:00,0.158,25,1.0,1,0.55,0,0,1,1
11/01/2024,03:50:00,0.047,25,1.0,1,0.54,0,0,1,0
11/01/2024,04:00:00,0.129,25,1.0,1,0.64,0,0,0,1
11/01/2024,04:10:00,0.163,27,1.0,1,0.57,0,0,1,1
11/01/2024,04:20:00,0.155,29,1.0,0,0.61,0,0,0,1
11/01/2024,04:30:00,0.04,27,1.0,1,0.55,0,0,1,0
11/01/2024,04:40:00,0.072,25,1.0,1,0.62,0,0,1,0
11/01/2024,04:50:00,0.756,27,1.0,1,0.58,1,0,1,0
11/01/2024,05:00:00,0.145,29,1.0,0,0.55,0,0,0,1
11/01/2024,05:10:00,0.688,26,1.0,0,0.55,1,0,0,0
11/01/2024,05:20:00,0.145,27,1.0,1,0.48,0,0,0,1
11/01/2024,05:30:00,0.885,27,1.0,1,0.59,1,0,1,1
11/01/2024,05:40:00,0.7,26,1.0,1,0.55,1,0,0,0
11/01/2024,05:50:00,0.063,29,1.0,1,0.51,0,0,1,0
11/01/2024,06:00:00,0.488,28,0.0,1,0.63,1,1,0,0
11/01/2024,06:10:00,0.703,29,0.0,1,0.46,1,0,0,0
11/01/2024,06:20:00,0.848,27,0.0,1,0.52,1,0,0,1
11/01/2024,06:30:00,0.01,28,0.0,0,0.62,0,0,0,0
11/01/2024,06:40:00,0.01,30,0.0,1,0.57,0,0,0,0
11/01/2024,06:50:00,0.031,28,0.0,0,0.55,0,0,0,0
11/01/2024,07:00:00,0.481,32,0.0,0,0.92,1,1,0,0
11/01/2024,07:10:00,0.01,29,0.0,0,0.91,0,0,0,0
11/01/2024,07:20:00,0.709,30,0.0,1,0.79,1,0,0,0
11/01/2024,07:30:00,0.498,31,0.0,1,0.88,1,1,0,0
11/01/2024,07:40:00,0.531,28,0.0,1,1.0,1,1,0,0
11/01/2024,07:50:00,0.01,27,0.0,0,0.85,0,0,0,0
11/01/2024,08:00:00,0.697,28,0.0,1,0.88,1,0,0,0
11/01/2024,08:10:00,0.01,32,0.0,0,0.86,0,0,0,0
11/01/2024,08:20:00,0.527,29,0.0,0,0.89,1,1,0,0
11/01/2024,08:30:00,0.905,34,0.0,1,0.86,1,0,0,0
11/01/2024,08:40:00,0.505,30,0.0,0,0.93,1,1,0,0
11/01/2024,08:50:00,0.907,31,0.0,1,0.91,1,0,0,0
11/01/2024,09:00:00,0.028,33,0.0,0,0.95,0,0,0,0
11/01/2024,09:10:00,0.034,34,0.0,0,0.83,0,0,0,0
11/01/2024,09:20:00,0.01,34,0.0,0,0.88,0,0,0,0
11/01/2024,09:30:00,0.01,33,0.0,0,0.88,0,0,0,0
11/01/2024,09:40:00,0.893,33,0.0,1,0.93,1,0,0,0
11/01/2024,09:50:00,0.01,32,0.0,0,0.84,0,0,0,0
11/01/2024,10:00:00,0.909,33,0.0,0,0.96,1,0,0,0
11/01/2024,10:10:00,0.01,31,0.0,0,0.98,0,0,0,0
11/01/2024,10:20:00,0.716,30,0.0,0,0.83,1,0,0,0
11/01/2024,10:30:00,0.503,32,0.0,0,0.87,1,1,0,0
11/01/2024,10:40:00,0.022,32,0.0,0,0.86,0,0,0,0
11/01/2024,10:50:00,0.91,31,0.0,0,1.0,1,0,0,0
11/01/2024,11:00:00,0.01,33,0.0,1,0.87,0,0,0,0
11/01/2024,11:10:00,0.019,33,0.0,0,1.0,0,0,0,0
11/01/2024,11:20:00,0.01,32,0.0,0,0.81,0,0,0,0
11/01/2024,11:30:00,0.892,34,0.0,0,0.83,1,0,0,0
11/01/2024,11:40:00,0.505,30,0.0,0,0.85,1,1,0,0
11/01/2024,11:50:00,0.506,32,0.0,0,0.84,1,1,0,0
11/01/2024,12:00:00,0.01,31,0.0,1,0.88,0,0,0,0
11/01/2024,12:10:00,0.708,29,0.0,1,0.85,1,0,0,0
11/01/2024,12:20:00,0.01,32,0.0,0,0.84,0,0,0,0
11/01/2024,12:30:00,0.508,32,0.0,0,0.98,1,1,0,0
11/01/2024,12:40:00,0.01,34,0.0,0,0.99,0,0,0,0
11/01/2024,12:50:00,0.012,33,0.0,0,0.97,0,0,0,0
11/01/2024,13:00:00,0.019,30,0.0,0,0.94,0,0,0,0
11/01/2024,13:10:00,0.01,35,0.0,0,0.91,0,0,0,0
11/01/2024,13:20:00,0.01,34,0.0,0,0.87,0,0,0,0
11/01/2024,13:30:00,0.522,33,0.0,0,0.83,1,1,0,0
11/01/2024,13:40:00,0.534,31,0.0,1,0.93,1,1,0,0
11/01/2024,13:50:00,0.548,30,0.0,1,0.82,1,1,1,0
11/01/2024,14:00:00,0.503,31,0.0,1,0.83,1,1,0,0
11/01/2024,14:10:00,0.913,33,0.0,1,0.98,1,0,0,0
11/01/2024,14:20:00,1.05,34,0.0,1,1.0,1,0,0,1
11/01/2024,14:30:00,0.01,33,0.0,0,0.93,0,0,0,0
11/01/2024,14:40:00,0.503,30,0.0,0,0.98,1,1,0,0
11/01/2024,14:50:00,0.01,29,0.0,0,0.88,0,0,0,0
11/01/2024,15:00:00,0.889,31,0.0,1,0.81,1,0,0,0
11/01/2024,15:10:00,0.023,28,0.0,0,0.94,0,0,0,0
11/01/2024,15:20:00,0.514,31,0.0,0,0.94,1,1,0,0
11/01/2024,15:30:00,0.1,30,0.0,1,0.91,0,0,0,1
11/01/2024,15:40:00,0.51,30,0.0,0,0.88,1,1,0,0
11/01/2024,15:50:00,0.075,28,0.0,1,0.97,0,0,1,0
11/01/2024,16:00:00,0.014,31,0.0,0,0.83,0,0,0,0
11/01/2024,16:10:00,0.534,29,0.0,0,0.85,1,1,0,0
11/01/2024,16:20:00,0.01,28,0.0,0,0.83,0,0,0,0
11/01/2024,16:30:00,0.024,25,0.0,0,0.91,0,0,0,0
11/01/2024,16:40:00,0.03,29,0.0,0,0.82,0,0,0,0
11/01/2024,16:50:00,0.509,32,0.0,0,0.85,1,1,0,0
11/01/2024,17:00:00,0.01,32,0.0,1,0.85,0,0,0,0
11/01/2024,17:10:00,0.526,28,0.0,1,0.88,1,1,0,0
11/01/2024,17:20:00,0.718,28,0.0,1,0.8,1,0,0,0
11/01/2024,17:30:00,0.524,29,0.0,1,0.91,1,1,0,0
11/01/2024,17:40:00,0.016,27,0.0,1,0.99,0,0,0,0
11/01/2024,17:50:00,0.01,29,0.0,0,0.91,0,0,0,0
11/01/2024,18:00:00,0.829,29,1.0,1,1.0,1,0,0,1
11/01/2024,18:10:00,0.165,30,1.0,1,0.99,0,0,1,1
11/01/2024,18:20:00,0.876,28,1.0,1,0.95,1,0,1,1
11/01/2024,18:30:00,0.827,27,1.0,1,0.91,1,0,0,1
11/01/2024,18:40:00,0.174,26,1.0,1,0.9,0,0,1,1
11/01/2024,18:50:00,0.01,26,1.0,1,0.95,0,0,0,0
11/01/2024,19:00:00,0.737,27,1.0,1,0.87,1,0,1,0
11/01/2024,19:10:00,0.839,27,1.0,1,0.77,1,0,0,1
11/01/2024,19:20:00,0.676,28,1.0,1,0.93,1,1,1,1
11/01/2024,19:30:00,0.164,25,1.0,1,0.82,0,0,1,1
11/01/2024,19:40:00,0.851,29,1.0,1,0.83,1,0,0,1
11/01/2024,19:50:00,0.818,26,1.0,1,0.9,1,0,0,1
11/01/2024,20:00:00,0.177,26,1.0,1,0.89,0,0,1,1
11/01/2024,20:10:00,0.177,25,1.0,1,0.8,0,0,1,1
11/01/2024,20:20:00,0.131,22,1.0,1,0.91,0,0,0,1
11/01/2024,20:30:00,0.029,27,1.0,0,0.97,0,0,0,0
11/01/2024,20:40:00,0.194,27,1.0,1,0.82,0,0,1,1
11/01/2024,20:50:00,0.153,25,1.0,1,0.99,0,0,1,1
11/01/2024,21:00:00,0.016,25,1.0,1,0.79,0,0,1,0
11/01/2024,21:10:00,0.043,26,1.0,1,1.0,0,0,1,0
11/01/2024,21:20:00,0.01,23,1.0,1,0.87,0,0,0,0
11/01/2024,21:30:00,0.01,24,1.0,0,0.91,0,0,0,0
11/01/2024,21:40:00,0.037,26,1.0,1,0.77,0,0,0,0
11/01/2024,21:50:00,0.09,23,1.0,1,0.9,0,0,1,0
11/01/2024,22:00:00,0.036,25,1.0,1,0.92,0,0,1,0
11/01/2024,22:10:00,0.173,22,1.0,1,0.89,0,0,1,1
11/01/2024,22:20:00,0.013,25,1.0,0,0.86,0,0,0,0
11/01/2024,22:30:00,0.055,24,1.0,1,0.83,0,0,1,0
11/01/2024,22:40:00,0.029,22,1.0,1,0.98,0,0,1,0
11/01/2024,22:50:00,0.189,26,1.0,1,0.9,0,0,1,1
11/01/2024,23:00:00,0.184,23,1.0,1,1.0,0,0,1,1
11/01/2024,23:10:00,0.163,23,1.0,1,0.86,0,0,1,1
11/01/2024,23:20:00,0.148,24,1.0,1,0.87,0,0,0,1
11/01/2024,23:30:00,0.148,26,1.0,1,0.96,0,0,1,1
11/01/2024,23:40:00,0.01,22,1.0,1,0.79,0,0,0,0
11/01/2024,23:50:00,0.834,24,1.0,1,0.82,1,0,0,1
12/01/2024,00:00:00,0.176,25,1.0,1,0.98,0,0,1,1
12/01/2024,00:10:00,0.748,25,1.0,1,0.82,1,0,1,0
12/01/2024,00:20:00,0.187,24,1.0,1,0.77,0,0,1,1
12/01/2024,00:30:00,0.16,23,1.0,1,1.0,0,0,1,1
12/01/2024,00:40:00,0.188,23,1.0,0,0.8,0,0,1,1
12/01/2024,00:50:00,0.062,24,1.0,1,0.91,0,0,1,0
12/01/2024,01:00:00,0.738,23,1.0,0,0.55,1,0,0,0
12/01/2024,01:10:00,0.01,22,1.0,0,0.35,0,0,0,0
12/01/2024,01:20:00,0.01,25,1.0,0,0.53,0,0,0,0
12/01/2024,01:30:00,0.156,26,1.0,1,0.58,0,0,1,1
12/01/2024,01:40:00,0.022,22,1.0,0,0.57,0,0,0,0
12/01/2024,01:50:00,0.154,23,1.0,0,0.61,0,0,0,1
12/01/2024,02:00:00,0.164,25,1.0,1,0.52,0,0,1,1
12/01/2024,02:10:00,0.019,28,1.0,1,0.6,0,0,0,0
